Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
110,Wally Post,30,PHI,NL,0.6,34,94,84,11,24,6,1,2,12,0,0,9,24,0.286,0.351,0.452,0.803,120,0.353,112,38,1,0,0,1,1,7H/9,,postwa01
110,Wally Post,30,CIN,NL,2.1,77,280,249,36,70,14,0,17,38,0,2,28,51,0.281,0.35,0.542,0.892,139,0.394,143,135,11,0,0,3,3,79H,,postwa01
111,George Altman*,27,CHC,NL,1.2,119,373,334,50,89,16,4,13,51,4,3,32,67,0.266,0.33,0.455,0.785,115,0.347,111,152,4,1,2,3,6,87H93,,altmage01
112,Al Dark,38,2TM,NL,0.3,105,373,339,45,90,11,3,4,32,1,1,26,27,0.265,0.321,0.351,0.672,88,0.31,85,119,8,3,2,3,4,57H3/4,,darkal01
112,Al Dark,38,PHI,NL,-0.1,55,221,198,29,48,5,1,3,14,1,1,19,14,0.242,0.315,0.323,0.638,77,0.307,79,64,5,2,2,0,2,5/H3,,darkal01
112,Al Dark,38,MLN,NL,0.3,50,152,141,16,42,6,2,1,18,0,0,7,13,0.298,0.329,0.39,0.719,104,0.315,92,55,3,1,0,3,2,7H3/54,,darkal01
113,Hal Smith,29,STL,NL,-0.1,127,370,337,20,77,16,0,2,28,1,0,29,33,0.228,0.291,0.294,0.585,56,0.269,41,99,12,1,1,1,13,*2/H,,smithha09
114,Bobby Del Greco,27,PHI,NL,2.1,100,363,300,48,71,16,4,10,26,1,5,54,64,0.237,0.355,0.417,0.772,112,0.354,118,125,4,1,8,0,0,8H/9,,delgrbo01
115,Joey Amalfitano,26,SFG,NL,1.8,106,361,328,47,91,15,3,1,27,2,3,26,31,0.277,0.335,0.351,0.686,94,0.322,97,115,5,3,3,1,1,54H/67,,amalfjo01
116,Elston Howard,31,NYY,AL,0.5,107,361,323,29,79,11,3,6,39,3,0,28,43,0.245,0.298,0.353,0.651,80,0.301,70,114,8,0,2,8,7,2H/7,ASAS,howarel01
117,John Romano,25,CLE,AL,2.4,108,361,316,40,86,12,2,16,52,0,0,37,50,0.272,0.349,0.475,0.824,124,0.378,125,150,7,3,0,5,4,2H,,romanjo01
118,Tony González*,23,2TM,NL,0.8,117,360,340,37,93,22,6,9,47,3,2,15,74,0.274,0.311,0.453,0.764,107,0.357,114,154,6,4,0,1,0,89H/7,,gonzato01
118,Tony González*,23,CIN,NL,-0.7,39,105,99,10,21,5,1,3,14,1,0,4,27,0.212,0.248,0.374,0.621,66,0.286,59,37,2,1,0,1,0,9H,,gonzato01
118,Tony González*,23,PHI,NL,1.5,78,255,241,27,72,17,5,6,33,2,2,11,47,0.299,0.337,0.485,0.823,124,0.386,137,117,4,3,0,0,0,8H/97,,gonzato01
119,Felipe Alou,25,SFG,NL,1.4,106,347,322,48,85,17,3,8,44,10,2,16,42,0.264,0.299,0.41,0.709,98,0.344,108,132,9,2,3,4,1,79H/8,,aloufe01
120,Billy Martin,32,CIN,NL,-1.4,103,347,317,34,78,17,1,3,16,0,1,27,34,0.246,0.304,0.334,0.639,74,0.289,64,106,11,0,2,1,5,4/H,,martibi02
121,Gene Stephens*,27,2TM,AL,1.4,119,346,302,47,71,15,0,7,22,9,3,39,47,0.235,0.322,0.354,0.676,83,0.339,94,107,0,1,1,3,0,*79H8,,stephge01
121,Gene Stephens*,27,BOS,AL,0,35,125,109,9,25,4,0,2,11,5,1,14,22,0.229,0.312,0.321,0.633,70,0.313,72,35,0,0,0,2,0,7/98H,,stephge01
121,Gene Stephens*,27,BAL,AL,1.4,84,221,193,38,46,11,0,5,11,4,2,25,25,0.238,0.327,0.373,0.7,91,0.354,106,72,0,1,1,1,0,97H8,,stephge01
122,Gino Cimoli,30,PIT,NL,-0.1,101,345,307,36,82,14,4,0,28,1,0,32,43,0.267,0.336,0.339,0.675,85,0.317,84,104,9,1,3,2,3,879H,,cimolgi01
123,Walt Moryn*,34,2TM,NL,0.8,113,344,309,36,81,8,3,13,46,2,1,30,57,0.262,0.323,0.434,0.756,102,0.331,91,134,8,0,0,5,4,79H,,morynwa01
123,Walt Moryn*,34,CHC,NL,0.5,38,123,109,12,32,4,0,2,11,2,1,13,19,0.294,0.366,0.385,0.751,108,0.342,105,42,2,0,0,1,0,7H/9,,morynwa01
123,Walt Moryn*,34,STL,NL,0.3,75,221,200,24,49,4,3,11,35,0,0,17,38,0.245,0.299,0.46,0.759,98,0.325,83,92,6,0,0,4,4,97H,,morynwa01
124,John Roseboro*,27,LAD,NL,0.6,103,340,287,22,61,15,3,8,42,7,6,44,53,0.213,0.323,0.369,0.693,85,0.312,78,106,1,4,3,2,6,2H/35,,rosebjo01
125,Bob Cerv,35,2TM,AL,2,110,338,294,46,74,12,2,14,40,0,0,40,53,0.252,0.346,0.449,0.795,117,0.383,129,132,8,3,0,1,3,7H/389,,cervbo01
125,Bob Cerv,35,KCA,AL,0.7,23,89,78,14,20,1,1,6,12,0,0,10,17,0.256,0.337,0.526,0.863,129,0.43,159,41,2,0,0,1,1,7/H,,cervbo01
125,Bob Cerv,35,NYY,AL,1.3,87,249,216,32,54,11,1,8,28,0,0,30,36,0.25,0.349,0.421,0.771,113,0.366,119,91,6,3,0,0,2,7H/389,,cervbo01
126,Johnny Callison*,21,PHI,NL,1.1,99,335,288,36,75,11,5,9,30,0,4,45,70,0.26,0.36,0.427,0.787,116,0.354,118,123,1,0,2,0,2,79H8,,callijo01
127,Lou Clinton,22,BOS,AL,0,96,332,298,37,68,17,5,6,37,4,3,20,66,0.228,0.278,0.379,0.657,74,0.33,86,113,13,3,5,6,1,9H,,clintlo01
128,Bubba Phillips,32,CLE,AL,-1.9,113,330,304,34,63,14,1,4,33,1,0,14,37,0.207,0.249,0.299,0.549,50,0.266,44,91,6,4,5,3,3,57H/986,,phillbu02
129,Russ Snyder*,26,KCA,AL,-0.4,125,329,304,45,79,10,5,4,26,7,3,20,28,0.26,0.306,0.365,0.671,81,0.311,75,111,4,1,2,2,1,9H78,,snyderu01
130,Harry Chiti,27,2TM,AL,-1.7,95,329,294,25,59,7,0,7,33,1,3,27,45,0.201,0.269,0.296,0.565,52,0.271,46,87,14,1,6,1,1,2/H,,chitiha01
130,Harry Chiti,27,KCA,AL,-0.6,58,213,190,16,42,7,0,5,28,1,0,17,33,0.221,0.288,0.337,0.625,68,0.305,68,64,8,1,5,0,0,2/H,,chitiha01
130,Harry Chiti,27,DET,AL,-1.2,37,116,104,9,17,0,0,2,5,0,3,10,12,0.163,0.235,0.221,0.456,23,0.21,7,23,6,0,1,1,1,2/H,,chitiha01
131,Julio Becquer*,28,WSH,AL,-1.1,110,314,298,41,75,15,7,4,35,1,3,12,35,0.252,0.282,0.389,0.671,79,0.311,75,116,15,1,2,1,3,3H/1,,becquju01
132,Pumpsie Green#,26,BOS,AL,0.2,133,313,260,36,63,10,3,3,21,3,4,44,47,0.242,0.35,0.338,0.688,85,0.326,85,88,8,1,1,4,2,46H,,greenpu01
133,Willie McCovey*,22,SFG,NL,1.7,101,307,260,37,62,15,3,13,51,1,1,45,53,0.238,0.349,0.469,0.818,128,0.376,135,122,3,0,0,2,4,3H,,mccovwi01
134,José Valdivielso,26,WSH,AL,-1.4,117,304,268,23,57,1,1,2,19,1,2,20,36,0.213,0.276,0.246,0.522,42,0.25,29,66,7,4,9,2,0,*6/H5,,valdijo01
135,Lee Walls,27,2TM,NL,-0.3,94,302,265,31,59,9,3,4,26,5,2,31,52,0.223,0.3,0.325,0.625,72,0.299,71,86,8,0,2,4,2,5H79/3,,wallsle01
135,Lee Walls,27,CIN,NL,0.6,29,103,84,12,23,3,2,1,7,2,0,17,20,0.274,0.392,0.393,0.785,115,0.37,118,33,4,0,1,1,1,79/H3,,wallsle01
135,Lee Walls,27,PHI,NL,-0.8,65,199,181,19,36,6,1,3,19,3,2,14,32,0.199,0.253,0.293,0.545,50,0.263,48,53,4,0,1,3,1,5H/739,,wallsle01
136,Wes Covington*,28,MLN,NL,-0.6,95,299,281,25,70,16,1,10,35,1,2,15,37,0.249,0.288,0.42,0.708,98,0.317,97,118,9,1,0,2,1,7H,,covinwe01
137,Whitey Herzog*,28,KCA,AL,1.4,83,295,252,43,67,10,2,8,38,0,1,40,32,0.266,0.364,0.417,0.781,111,0.372,119,105,6,0,1,2,2,97H/3,,herzowh01
138,Rubén Amaro Sr.,24,PHI,NL,-0.4,92,292,264,25,61,9,1,0,16,0,1,21,32,0.231,0.292,0.273,0.564,57,0.261,46,72,5,2,4,1,2,6,,amaroru01
139,Dan Dobbek*,25,WSH,AL,-0.4,110,288,248,32,54,8,2,10,30,4,3,35,41,0.218,0.316,0.387,0.703,88,0.328,86,96,5,1,3,1,7,8H97,,dobbeda01
140,Hal Smith,29,PIT,NL,2.1,77,286,258,37,76,18,2,11,45,1,1,22,48,0.295,0.351,0.508,0.859,131,0.381,132,131,6,2,1,3,0,2/H,,smithha08
141,Hank Bauer,37,KCA,AL,-1.7,95,285,255,30,70,15,0,3,31,1,0,21,36,0.275,0.326,0.369,0.695,87,0.32,82,94,11,1,3,5,1,9H,,bauerha01
142,Jimmie Coker,24,PHI,NL,-0.3,81,285,252,18,54,5,3,6,34,0,3,23,45,0.214,0.289,0.329,0.619,70,0.284,64,83,5,4,5,1,2,2/H,,cokerji01
143,Duke Snider*,33,LAD,NL,1.5,101,285,235,38,57,13,5,14,36,1,0,46,54,0.243,0.366,0.519,0.885,134,0.397,137,122,7,1,1,2,8,89H,,snidedu01
144,Marty Keough*,26,2TM,AL,-1,103,280,254,34,63,11,1,4,20,4,5,17,31,0.248,0.295,0.346,0.641,74,0.293,66,88,2,1,5,3,1,8H9/7,,keougma01
144,Marty Keough*,26,BOS,AL,-0.7,38,116,105,15,26,6,1,1,9,2,2,8,8,0.248,0.296,0.352,0.648,73,0.286,57,37,1,0,1,2,1,8H/7,,keougma01
144,Marty Keough*,26,CLE,AL,-0.3,65,164,149,19,37,5,0,3,11,2,3,9,23,0.248,0.294,0.342,0.636,74,0.298,72,51,1,1,4,1,0,H89/7,,keougma01
145,Lou Berberet*,30,DET,AL,0,85,278,232,18,45,4,0,5,23,2,0,41,31,0.194,0.313,0.276,0.589,59,0.284,52,64,6,1,0,4,4,2/H,,berbelo01
146,Gary Geiger*,23,BOS,AL,1.3,77,274,245,32,74,13,3,9,33,2,2,23,38,0.302,0.369,0.49,0.859,128,0.392,130,120,7,3,2,0,0,9H/87,,geigega01
147,Gordy Coleman*,25,CIN,NL,1.3,66,269,251,26,68,10,1,6,32,1,1,12,32,0.271,0.308,0.39,0.699,89,0.326,92,98,2,2,3,1,1,3,,colemgo01
148,Tony Curry*,22,PHI,NL,-1,95,265,245,26,64,14,2,6,34,0,2,16,53,0.261,0.308,0.408,0.716,96,0.316,88,100,1,1,1,1,2,7H9/8,,curryto01
149,Marv Throneberry*,26,KCA,AL,0.2,104,260,236,29,59,9,2,11,41,0,0,23,60,0.25,0.315,0.445,0.76,103,0.351,102,105,7,0,0,1,1,3H,,thronma01
150,Jerry Kindall,25,CHC,NL,-0.2,89,257,246,17,59,16,2,2,23,4,3,5,52,0.24,0.253,0.346,0.598,64,0.265,49,85,7,0,3,2,3,4/H6,,kindaje01
151,Chuck Cottier,24,MLN,NL,-0.1,95,254,229,29,52,8,0,3,19,1,0,14,21,0.227,0.273,0.301,0.574,63,0.261,51,69,3,2,5,4,3,4H,,cottich01
152,Steve Bilko,31,DET,AL,-0.1,78,251,222,20,46,11,2,9,25,0,1,27,31,0.207,0.292,0.396,0.688,82,0.315,75,88,6,0,0,1,0,3H,,bilkost01
153,Red Wilson,31,2TM,AL,-0.9,77,249,222,22,48,7,0,2,24,3,0,22,21,0.216,0.286,0.275,0.561,52,0.269,41,61,4,1,1,3,2,2/H,,wilsore01
153,Red Wilson,31,DET,AL,-0.6,45,151,134,17,29,4,0,1,14,3,0,16,14,0.216,0.298,0.269,0.567,53,0.28,44,36,1,0,0,1,1,2,,wilsore01
153,Red Wilson,31,CLE,AL,-0.3,32,98,88,5,19,3,0,1,10,0,0,6,7,0.216,0.268,0.284,0.552,52,0.252,35,25,3,1,1,2,1,2/H,,wilsore01
154,Neil Chrisley*,28,DET,AL,0.3,96,246,220,27,56,10,3,5,24,2,0,19,26,0.255,0.311,0.395,0.707,87,0.327,82,87,5,1,2,4,0,H79/83,,chrisne01
155,André Rodgers,25,SFG,NL,0.2,81,246,217,22,53,8,5,2,22,1,1,24,44,0.244,0.325,0.355,0.68,92,0.314,90,77,7,3,0,2,4,65H/37,,rodgean01
156,Red Schoendienst#,37,MLN,NL,0.2,68,246,226,21,58,9,1,1,19,1,0,17,13,0.257,0.311,0.319,0.63,80,0.299,79,72,3,1,2,0,4,4/H,,schoere01
157,Pete Daley,30,KCA,AL,0.3,73,245,228,19,60,10,2,5,25,0,0,16,41,0.263,0.311,0.39,0.702,89,0.333,89,89,8,0,1,0,1,2H/7,,daleype01
158,Rocky Nelson*,35,PIT,NL,1.9,93,234,200,34,60,11,1,7,35,1,2,24,15,0.3,0.382,0.47,0.852,132,0.381,133,94,2,5,1,4,5,3H,,nelsoro01
159,Gil Hodges,36,LAD,NL,0.2,101,231,197,22,39,8,1,8,30,0,1,26,37,0.198,0.291,0.371,0.661,76,0.315,79,73,5,1,4,3,1,3H5,,hodgegi01
160,Bobby Smith,26,PHI,NL,1,98,230,217,24,62,5,2,4,27,2,3,10,28,0.286,0.317,0.382,0.7,92,0.324,95,83,6,0,3,0,1,7H/859,,smithbo04
161,Hobie Landrith*,30,SFG,NL,-0.1,71,218,190,18,46,10,0,1,20,1,1,23,11,0.242,0.321,0.311,0.631,79,0.287,70,59,5,0,3,2,2,2/H,,landrho01
162,Al Pilarcik*,29,BAL,AL,-0.6,104,217,194,30,48,5,1,4,17,0,2,15,16,0.247,0.313,0.345,0.658,79,0.31,78,67,4,4,3,1,2,9H/8,,pilaral01
163,Bob Nieman,33,STL,NL,0.9,81,215,188,19,54,13,5,4,31,0,1,24,31,0.287,0.372,0.473,0.845,123,0.389,131,89,5,2,0,1,1,7H/9,,niemabo01
164,Alex Grammas,34,STL,NL,0.6,102,213,196,20,48,4,1,4,17,0,1,12,15,0.245,0.29,0.337,0.627,66,0.293,62,66,8,1,3,1,1,645/H,,grammal01
165,Ted Kluszewski*,35,CHW,AL,0.4,81,206,181,20,53,9,0,5,39,0,1,22,10,0.293,0.364,0.425,0.789,114,0.357,109,77,3,0,0,3,5,H3,,kluszte01
166,Billy Consolo,25,WSH,AL,0.5,100,203,174,23,36,4,2,3,15,1,1,25,29,0.207,0.31,0.305,0.615,66,0.313,74,53,5,1,3,0,1,6H4/5,,consobi01
167,Carl Sawatski*,32,STL,NL,0.2,78,203,179,16,41,4,0,6,27,0,0,22,24,0.229,0.31,0.352,0.662,76,0.312,74,63,6,0,0,2,2,2H,,sawatca01
168,Walt Dropo,37,BAL,AL,0.1,79,201,179,16,48,8,0,4,21,0,1,20,19,0.268,0.343,0.38,0.723,97,0.341,99,68,9,1,0,1,0,3H/5,,dropowa01
169,Clint Courtney*,33,BAL,AL,0.4,83,196,154,14,35,3,0,1,12,0,1,30,14,0.227,0.374,0.266,0.641,78,0.315,80,41,5,8,1,3,3,2H,,courtcl01
170,Joe Koppe,29,PHI,NL,-1.1,58,195,170,13,29,6,1,1,13,3,2,23,47,0.171,0.272,0.235,0.507,41,0.24,30,40,2,1,0,1,3,6/H5,,koppejo01
171,Cal Neeman,31,2TM,NL,-0.3,68,193,173,13,31,7,2,4,13,0,0,16,47,0.179,0.257,0.312,0.569,56,0.268,52,54,5,2,2,0,2,2/H,,neemaca01
171,Cal Neeman,31,CHC,NL,-0.2,9,13,13,0,2,1,0,0,0,0,0,0,5,0.154,0.154,0.231,0.385,5,0.169,-20,3,0,0,0,0,0,/2,,neemaca01
171,Cal Neeman,31,PHI,NL,-0.1,59,180,160,13,29,6,2,4,13,0,0,16,42,0.181,0.264,0.319,0.583,60,0.275,57,51,5,2,2,0,2,2/H,,neemaca01
172,Danny Kravitz*,29,2TM,2LG,-0.9,67,193,181,17,41,7,2,4,14,0,0,12,21,0.227,0.275,0.354,0.628,69,0.294,61,64,6,0,0,0,1,2H,,kravida01
172,Danny Kravitz*,29,PIT,NL,-0.1,8,7,6,0,0,0,0,0,0,0,0,1,2,0,0.143,0,0.143,-57,0.101,-72,0,0,0,0,0,0,/H2,,kravida01
172,Danny Kravitz*,29,KCA,AL,-0.8,59,186,175,17,41,7,2,4,14,0,0,11,19,0.234,0.28,0.366,0.645,73,0.301,66,64,6,0,0,0,1,2H,,kravida01
173,Willie Jones,34,CIN,NL,0.5,79,184,149,16,40,7,0,3,27,1,0,31,16,0.268,0.388,0.376,0.764,109,0.35,108,56,2,0,1,3,3,5H/4,,joneswi01
174,Carroll Hardy,27,2TM,AL,-0.2,102,184,163,33,36,6,2,2,16,3,2,19,42,0.221,0.301,0.319,0.62,67,0.303,68,52,8,0,1,1,0,7H89,,hardyca01
174,Carroll Hardy,27,CLE,AL,-0.2,29,20,18,7,2,1,0,0,1,0,0,2,2,0.111,0.2,0.167,0.367,2,0.183,-13,3,1,0,0,0,0,H/879,,hardyca01
174,Carroll Hardy,27,BOS,AL,0,73,164,145,26,34,5,2,2,15,3,2,17,40,0.234,0.313,0.338,0.651,75,0.318,78,49,7,0,1,1,0,7H98,,hardyca01
175,Harry Anderson*,28,2TM,NL,-0.4,80,184,159,16,34,5,0,6,21,0,0,21,39,0.214,0.311,0.358,0.67,83,0.315,83,57,2,2,1,1,1,H37/9,,anderha02
175,Harry Anderson*,28,PHI,NL,-0.2,38,105,93,10,23,2,0,5,12,0,0,10,19,0.247,0.333,0.43,0.763,109,0.35,110,40,2,2,0,0,1,7H3,,anderha02
175,Harry Anderson*,28,CIN,NL,-0.2,42,79,66,6,11,3,0,1,9,0,0,11,20,0.167,0.282,0.258,0.54,48,0.269,48,17,0,0,1,1,0,H3/79,,anderha02
176,Jim Busby,33,2TM,AL,1,80,183,159,25,41,7,1,0,12,2,3,20,14,0.258,0.341,0.314,0.655,80,0.323,88,50,4,0,4,0,1,8H/27,,busbyji01
176,Jim Busby,33,BOS,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/7,,busbyji01
176,Jim Busby,33,BAL,AL,1,79,183,159,25,41,7,1,0,12,2,3,20,14,0.258,0.341,0.314,0.655,80,0.323,88,50,4,0,4,0,1,8H/2,,busbyji01
177,Don Demeter,25,LAD,NL,1.2,64,181,168,23,46,7,1,9,29,0,1,8,34,0.274,0.306,0.488,0.794,109,0.357,110,82,1,1,1,3,1,8H/9,,demetdo01
178,Clay Dalrymple*,23,PHI,NL,0.6,82,180,158,11,43,6,2,4,21,0,0,15,21,0.272,0.343,0.411,0.754,107,0.336,99,65,4,3,2,2,4,H2,,dalrycl01
179,Faye Throneberry*,29,WSH,AL,-0.6,85,180,157,18,39,7,1,1,23,1,1,18,33,0.248,0.326,0.325,0.651,76,0.307,70,51,3,1,2,2,3,H97/8,,thronfa01
180,Miguel de la Hoz,21,CLE,AL,-0.1,49,178,160,20,41,6,2,6,23,0,0,9,12,0.256,0.29,0.431,0.721,96,0.317,82,69,7,1,2,6,0,6/5H,,dela_mi01
181,Jerry Lynch*,29,CIN,NL,0.5,102,178,159,23,46,8,2,6,27,0,0,16,25,0.289,0.356,0.478,0.834,125,0.369,121,76,2,1,1,1,3,H7/9,,lynchje01
182,Bob Johnson,24,KCA,AL,0.1,76,166,146,12,30,4,0,1,9,2,0,19,23,0.205,0.301,0.253,0.555,52,0.287,54,37,7,1,0,0,1,64H5,,johnsbo02
183,Ted Lepcio,30,PHI,NL,-0.4,69,163,141,16,32,7,0,2,8,0,3,17,41,0.227,0.315,0.319,0.634,75,0.278,67,45,4,2,1,2,1,56H/4,,lepcite01
184,Cliff Cook,23,CIN,NL,-0.5,54,161,149,9,31,7,0,3,13,0,0,8,51,0.208,0.247,0.315,0.562,52,0.28,55,47,1,0,3,1,1,5/H78,,cookcl01
185,Dick Gernert,31,2TM,2LG,0,73,161,146,14,39,7,0,1,16,1,0,14,24,0.267,0.331,0.336,0.667,83,0.316,81,49,6,0,1,0,0,H37,,gernedi01
185,Dick Gernert,31,CHC,NL,-0.1,52,107,96,8,24,3,0,0,11,1,0,10,19,0.25,0.321,0.281,0.602,69,0.285,62,27,5,0,1,0,0,H3/7,,gernedi01
185,Dick Gernert,31,DET,AL,0.1,21,54,50,6,15,4,0,1,5,0,0,4,5,0.3,0.352,0.44,0.792,110,0.377,117,22,1,0,0,0,0,3/7H,,gernedi01
186,Félix Mantilla,25,MLN,NL,-0.5,63,160,148,21,38,7,0,3,11,3,1,7,16,0.257,0.291,0.365,0.656,85,0.322,96,54,1,1,1,2,1,46H/87,,mantife01
187,Sammy Taylor*,27,CHC,NL,-0.1,74,160,150,14,31,9,0,3,17,0,1,6,18,0.207,0.241,0.327,0.567,55,0.277,62,49,5,1,1,1,0,2H,,taylosa02
188,Rip Repulski,31,2TM,2LG,-0.2,77,156,141,14,34,6,1,3,20,0,0,10,26,0.241,0.286,0.362,0.647,72,0.305,67,51,7,0,1,3,0,H7/9,,repulri01
188,Rip Repulski,31,LAD,NL,-0.1,4,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,8,0.181,-18,1,1,0,0,0,0,/9H,,repulri01
188,Rip Repulski,31,BOS,AL,-0.1,73,151,136,14,33,6,1,3,20,0,0,10,25,0.243,0.289,0.368,0.656,75,0.309,70,50,6,0,1,3,0,H7,,repulri01
189,Norm Sherry,28,LAD,NL,1.2,47,154,138,22,39,4,1,8,19,0,0,12,29,0.283,0.353,0.5,0.853,126,0.39,133,69,2,3,1,0,3,2/H,,sherrno01
190,Leo Cárdenas,21,CIN,NL,-0.3,48,153,142,13,33,2,4,1,12,0,0,6,32,0.232,0.264,0.324,0.587,59,0.272,52,46,1,0,5,0,0,6/H,,cardele01
191,Mel Roach,27,MLN,NL,0.7,48,152,140,12,42,12,0,3,18,0,0,6,19,0.3,0.329,0.45,0.779,119,0.366,130,63,10,1,3,2,1,74H/35,,roachme01
192,Walt Bond*,22,CLE,AL,0.7,40,149,131,19,29,2,1,5,18,4,1,13,14,0.221,0.302,0.366,0.668,83,0.318,80,48,2,3,0,2,2,98/H7,,bondwa01
193,Bobby Malkmus,28,PHI,NL,0,79,147,133,16,28,4,1,1,12,2,2,11,28,0.211,0.267,0.278,0.545,51,0.26,47,37,2,0,1,2,0,64H5,,malkmbo01
194,Hank Foiles,31,3TM,AL,0.7,56,147,131,15,37,4,0,1,10,1,0,11,15,0.282,0.338,0.336,0.674,84,0.334,88,44,2,0,5,0,1,2H,,foileha01
194,Hank Foiles,31,KCA,AL,0.3,6,10,7,1,4,0,0,0,1,0,0,3,2,0.571,0.7,0.571,1.271,248,0.585,266,4,0,0,0,0,0,/H2,,foileha01
194,Hank Foiles,31,CLE,AL,0.4,24,76,68,9,19,1,0,1,6,0,0,7,5,0.279,0.347,0.338,0.685,89,0.334,94,23,0,0,1,0,0,2/H,,foileha01
194,Hank Foiles,31,DET,AL,0.1,26,61,56,5,14,3,0,0,3,1,0,1,8,0.25,0.263,0.304,0.567,51,0.288,47,17,2,0,4,0,1,2/H,,foileha01
195,Joe Morgan*,29,2TM,2LG,-0.4,48,143,130,11,25,4,2,2,6,0,0,12,15,0.192,0.261,0.3,0.561,54,0.269,50,39,4,0,1,0,1,5H/9,,morgajo01
195,Joe Morgan*,29,PHI,NL,-0.9,26,89,83,5,11,2,2,0,2,0,0,6,11,0.133,0.191,0.205,0.396,9,0.189,-7,17,3,0,0,0,1,5/H,,morgajo01
195,Joe Morgan*,29,CLE,AL,0.5,22,54,47,6,14,2,0,2,4,0,0,6,4,0.298,0.377,0.468,0.845,131,0.402,143,22,1,0,1,0,0,5H/9,,morgajo01
196,Haywood Sullivan,29,BOS,AL,-1,52,141,124,9,20,1,0,3,10,0,0,16,24,0.161,0.255,0.242,0.497,34,0.247,26,30,3,0,0,1,2,2/H,,sulliha02
197,Pete Whisenant,30,3TM,2LG,-0.2,66,141,122,19,27,9,0,3,9,2,1,19,16,0.221,0.326,0.369,0.695,87,0.333,91,45,3,0,0,0,0,87H/9,,whisepe01
197,Pete Whisenant,30,2TM,AL,-0.2,65,140,121,19,27,9,0,3,9,2,1,19,16,0.223,0.329,0.372,0.7,88,0.335,93,45,3,0,0,0,0,87H/9,,whisepe01
197,Pete Whisenant,30,CIN,NL,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-145,0,0,0,0,0,0,/H,,whisepe01
197,Pete Whisenant,30,CLE,AL,-0.1,7,6,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-8,0.153,-33,1,0,0,0,0,0,/H7,,whisepe01
197,Pete Whisenant,30,WSH,AL,-0.1,58,134,115,19,26,9,0,3,9,2,1,19,14,0.226,0.336,0.383,0.718,93,0.343,98,44,3,0,0,0,0,87H/9,,whisepe01
198,Ozzie Virgil,28,DET,AL,0.4,62,140,132,16,30,4,2,3,13,1,1,4,14,0.227,0.248,0.356,0.604,59,0.286,53,47,2,0,3,1,1,5H/462,,virgioz01
